LINR;LINAME;NAME1;BELFD;TLNR;AUART;AFTNR;APS;ABSN;ATNR;ARTIKEL;MATERIALNR;URLND;WARTARNR;MENGE;ERFMENGE;GEBINDEME;SNNR;SNNRALT;EINZELEK;LIEFERSCHEINNR;LIEFERDATUM;RENREX;REDAT;BIDSER;BID
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-297452;297452;-6004,872;P24390035;24040118;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-160362;160362;-6004,872;P24400066;24060038;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-7609;7609;-6004,872;P24420035;24060049;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-145320;145320;-6004,872;P24420037;24060044;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-163641;163641;-6004,872;P24420046;24050521;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-131857;131857;-6004,872;P24440035;24050512;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-211192;211192;-6004,872;P24440039;24060507;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-268257;268257;-6004,872;P24460014;24060066;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-183661;183661;-6004,872;P24460020;24060042;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-487350;487350;-6004,872;P24460021;24060056;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-187385;187385;-6004,872;P24460023;24060065;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-167418;167418;-6004,872;P24460025;24060508;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-843445;843445;-6004,872;P24480035;24060045;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-249677;249677;-6004,872;P24480037;24060050;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172397;1;LBB;;1;1366;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;-227497;227497;-6004,872;P24480038;24060051;13,91;;28.02.2025;VerschrottungRekl;28.02.2025;23454;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172398;1;LBB;;1;145;11705-00-10;11705-00-10 Niet 616066100A Stahl TELMETAL;560569099;52;73182300900;-465546;465546;-594,019;P24210054;24030004;14,73;;28.02.2025;VerschrottungRekl;28.02.2025;23455;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172398;1;LBB;;1;145;11705-00-10;11705-00-10 Niet 616066100A Stahl TELMETAL;560569099;52;73182300900;-128473;128473;-594,019;P24510035;24060263;14,73;;28.02.2025;VerschrottungRekl;28.02.2025;23455;
72161;Erler Makina;Erler Makina Tic. San. A.S.;168754;6;E;;3;14;33696;33696 Verschlussschraube;0009030299;0;84312000500;4000;4000;40;P25130006;;86,5;ERD2025000000075;24.03.2025;IHR2025000000077;03.03.2025;23595;639438
72161;Erler Makina;Erler Makina Tic. San. A.S.;169080;3;E;bestätigt;1;34;33695;33695 Verschlussschraube;0009030298;52;84312000500;457;457;4,57;P25130007;;110;ERD2025000000075;24.03.2025;IHR2025000000077;03.03.2025;23595;639439
70222;Lumberg, Walter;Walter Lumberg GmbH&Co.KG;170320;1;E;683508;1;49;10818-00-00;10818-00-00 Scheibe 607 7176 00A;6077176;0;73182200980;214600;214600;214,6;P25100053;22665;14,1;2025-559283;06.03.2025;2025-241354;03.03.2025;23464;638197
70222;Lumberg, Walter;Walter Lumberg GmbH&Co.KG;170320;2;E;683508;1;50;10818-00-00;10818-00-00 Scheibe 607 7176 00A;6077176;0;73182200980;48000;48000;48;P25100054;20981;14,1;2025-559283;06.03.2025;2025-241354;03.03.2025;23464;638198
70295;Schriever;Hans Schriever GmbH & Co. KG;170343;1;REA;42002076;1;23;22804-00-00;22804-00-00 Screw 6212 9441 A;62129441;;73181499900;2131300;2131300;2131,3;P25100041;F176607_B54549-41718;6,22;779321;05.03.2025;877010;03.03.2025;23474;638109
70265;Präzisa GmbH;Präzisa CNC Zerspanungstechnik GmbH;170525;2;E;637185 27.09.24;2;55;33313;33313 Buchse 56364375400;56364375400;52;84312000500;5518;5518;55,18;P25100033;5-1802;100,15;13962;05.03.2025;13963;03.03.2025;23460;638010
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;170828;2;E;210291 18.10.24;3;14;33618;33618 Bolzen;0009120276;0;84312000500;1355;1355;13,55;P25100042;50106-0022;46,5;314135;06.03.2025;413806;03.03.2025;23468;638132
72161;Erler Makina;Erler Makina Tic. San. A.S.;171416;1;E;bestätigt 18.12.24;1;29;32715;32715 Scheibe;;0;84312000500;4869;4869;48,69;P25130009;;90,1;ERD2025000000075;24.03.2025;IHR2025000000077;03.03.2025;23595;639442
70170;Rövenstrunck;Rövenstrunck Spezialmaschinen e.U.;171534;1;EF;;2;3;23129-01-00;23129-01-00 Shoul.Nut 62900446B;62900446;52;73181499900;-52791;52791;-52791;P24450028;;0;4250015;02.01.2025;138/25;03.03.2025;23466;
70170;Rövenstrunck;Rövenstrunck Spezialmaschinen e.U.;171929;1;EF;;2;18;23129-01-00;23129-01-00 Shoul.Nut 62900446B;62900446;52;73181499900;-7666;7666;-7666;P25010050;;0;4250365;31.01.2025;140/25;03.03.2025;23467;
70265;Präzisa GmbH;Präzisa CNC Zerspanungstechnik GmbH;172067;1;E;637316 17.02.25;1;4;34984;34984 Aufnahme 3884234800;3884234800;;;120;120;120;P25100034;2-3813;2,84;13963;05.03.2025;13963;03.03.2025;23460;638011
70222;Lumberg, Walter;Walter Lumberg GmbH&Co.KG;172176;1;E;688446;1;1;10318-00-00;10318-00-00 Scheibe 069762 B Cr6-frei;560697799;0;73182200980;24000;24000;24;P25100052;;12,6;2025-559290;06.03.2025;2025-241355;03.03.2025;23465;638196
72161;Erler Makina;Erler Makina Tic. San. A.S.;172364;1;E;bestätigt 07.03.25;1;49;32696;32696 Distanzstück 56364332501;56364332501;52;84312000500;2050;2050;20,5;P25130008;;62,61;ERD2025000000075;24.03.2025;IHR2025000000077;03.03.2025;23595;639441
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;170819;2;E;210289 18.10.2024;1;20;66585;66585 Schraube Dämpfungsp.  80885500;000080885500-00;;84313100000;461;461;4,61;P25110031;00910914;93,3;314136;11.03.2025;413807;04.03.2025;23476;638378
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;170819;2;E;210289 18.10.2024;2;21;66585;66585 Schraube Dämpfungsp.  80885500;000080885500-00;;84313100000;4811;4811;48,11;P25110031;00910914;93,3;314136;11.03.2025;413807;04.03.2025;23476;638378
70298;Schneeberger;Schneeberger Metallwaren GmbH;171023;1;E;AB24002398;1;23;34052;34052 Haltestück;0009187156;0;84312000500;10400;10400;10400;P25100032;;0,67;LS25000693;04.03.2025;25000470;04.03.2025;23469;637941
70298;Schneeberger;Schneeberger Metallwaren GmbH;171221;6;REA;24002577;7;8;66481;66481 Endblech 9318549;732168-01;0;;270;270;270;P25100001;;10,2;LS25000686;03.03.2025;25000469;04.03.2025;23475;637786
70161;Fritzsche GmbH;Fritzsche Maschinenbau GmbH;171366;1;E;24-3134-01;1;1;30001;30001 Steckschlüssel 144948;VMO 693/1;0;84312000500;10;10;10;P25080082;;55,5;25-3134-02;20.02.2025;25-3855;04.03.2025;23477;637245
77658;Tronser CNC GmbH;Tronser CNC GmbH;171455;2;REA;213026 18.12.24;2;72;32269;32269 Hülse 51523630804;51523630804;0;84312000500;38060;38060;380,6;P25100045;;44,3;333693;06.03.2025;425182;04.03.2025;23461;638136
70298;Schneeberger;Schneeberger Metallwaren GmbH;171687;1;E;AB25000084 15.01.25;1;7;31485;31485 Platte;52124461301;0;84312000500;602;602;602;P25100030;;1,65;LS25000692;04.03.2025;25000470;04.03.2025;23469;637938
70298;Schneeberger;Schneeberger Metallwaren GmbH;171905;1;E;AB25000224 03.02.25;1;1;64813;64813 Fussplatte;SM/23/317;0;;50;50;50;P25100029;;18,95;LS25000694;04.03.2025;25000470;04.03.2025;23469;637937
70298;Schneeberger;Schneeberger Metallwaren GmbH;172069;1;E;AB25000318 13.02.25;2;1;61673;61673 Rundstahl 20J6-80mm  H00007299;E18-2.790;;84313100000;10;10;10;P25100031;;5,5;LS25000691;04.03.2025;25000470;04.03.2025;23469;637939
70280;Rafflenbeul;Rudolf Rafflenbeul;169911;2;E;242505;1;265;10165;10165 Sicherungsscheibe 312637B;07 214 27 00 02;0;73182100950;256000;256000;256;P25100046;25-0153;12,28;2501458;06.03.2025;2501320;05.03.2025;23481;638153
70280;Rafflenbeul;Rudolf Rafflenbeul;170232;1;E;242804;1;77;11794-00-00;11794-00-00 Stop Washer 610061700C;6100617;0;73182100950;480000;480000;480;P25100047;24-1031;24,3;2501455;06.03.2025;2501318;05.03.2025;23479;638154
70280;Rafflenbeul;Rudolf Rafflenbeul;170232;2;E;242804;1;79;11794-00-00;11794-00-00 Stop Washer 610061700C;6100617;0;73182100950;320000;320000;320;P25100048;25-0045;24,3;2501455;06.03.2025;2501318;05.03.2025;23479;638156
70280;Rafflenbeul;Rudolf Rafflenbeul;170359;1;E;242869;1;78;11794-00-00;11794-00-00 Stop Washer 610061700C;6100617;0;73182100950;69800;69800;69,8;P25100047;24-1031;24,3;2501454;06.03.2025;2501319;05.03.2025;23480;638155
76953;Marovt;MAROVT D.O.O.;170766;2;REA;;2;7;12376-50-01;12376-50-01 Tilt 660 9945;6609945;0;73089098;32000;32000;320;P25110054;7409;183,56;25800106;12.03.2025;25000207;05.03.2025;23478;638557
70180;Hörisch;Hörisch-Präzision GmbH;171597;1;E;2025000029 08.01.25;1;13;31037;31037 Ventilkolben 729415;51768086031;0;84312000500;6000;6000;60;P25100043;24/089;11,5;2025000743;06.03.2025;2025000745;05.03.2025;23471;638133
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;166603;3;E;bestätigt 20.12.23;1;62;33346;33346 Halter 56374010900;56374010900;52;84312000500;898;898;898;P25130064;;1,39;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639671
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167087;7;E;bestätigt 14.12.2023;1;24;33531;33531 Buchse;56374360103;52;84312000500;4404;4404;44,04;P25130065;;19;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639672
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;167622;3;E;bestätigt 29.01.24;2;52;33966;33966 Achse;55244485200;52;84312000500;525;525;5,25;P25130067;;48;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639674
70280;Rafflenbeul;Rudolf Rafflenbeul;169911;3;E;242505;1;277;10165;10165 Sicherungsscheibe 312637B;07 214 27 00 02;0;73182100950;128000;128000;128;P25110001;25-0153;12,28;2501479;10.03.2025;2501332;06.03.2025;23483;638258
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;170315;1;E;bestätigt 14.09.2024;1;37;33147-01;33147-01 Vierkant 53054455001;53054455001;52;84312000500;658;658;658;P25130068;;0,96;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639676
70188;Hahn Willi;Willi Hahn GmbH;170485;1;E;11016967;1;59;11514-00-00;11514-00-00 Verriegelungskegel 607968100C;6079681;;73182900900;100000;100000;1000;P25110002;20485754;18,29;20485754;10.03.2025;21090823;06.03.2025;23484;638259
72161;Erler Makina;Erler Makina Tic. San. A.S.;170988;1;E;bestätigt 08.11.24;1;31;32696;32696 Distanzstück 56364332501;56364332501;52;84312000500;1188;1188;11,88;P25100049;;0;storniert;06.03.2025;n/a;06.03.2025;23425;638190
72161;Erler Makina;Erler Makina Tic. San. A.S.;170988;2;E;bestätigt 08.11.24;1;36;32696;32696 Distanzstück 56364332501;56364332501;52;84312000500;-1188;1188;-11,88;P25100049;;0;storno;06.03.2025;n/a;06.03.2025;23425;638191
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;171279;1;E;210397;1;23;34070;34070 Achse;55234485203;0;84312000500;6244;6244;62,44;P25120022;00911012;62,9;314145;17.03.2025;413816;06.03.2025;23527;638910
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;171938;1;E;bestätigt 05.02.25;1;36;31464;31464 Ring;55015043500;52;84312000500;491;491;491;P25130066;;3,71;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639673
73219;Kilic Otomat;Kilic Otomat SAN. VE TIC. LTD. STI.;171947;1;E;bestätigt 05.02.25;1;53;33966;33966 Achse;55244485200;52;84312000500;1548;1548;15,48;P25130067;;48;KLC2025000000039;25.03.2025;KLC2025000000039;06.03.2025;23596;639675
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169114;5;E;bestätigt;2;81;11351-00-10;11351-00-10 Screw 619 5505 00B Net;6195505;52;73181499900;25500;25500;255;P25120053;24060968-R3;18,65;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639109
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169287;3;E;bestätigt;1;19;10312-00-00;10312-00-00 Schraube 6093375 A;6093375;52;73181588800;36000;36000;360;P25120038;24060360;12,33;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639082
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169305;2;E;bestätigt;1;3;11716-00-00;11716-00-00 Screw 624650300A;6246503;52;73181595890;19500;19500;195;P25120040;24060576;16,62;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639091
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170295;3;E;;2;26;67240;67240 Sechskantschraube;MP-M-077;52;73181588800;25000;25000;250;P25120047;24120309;19,85;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639099
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170295;4;E;;2;27;67240;67240 Sechskantschraube;MP-M-077;52;73181588800;23700;23700;237;P25120048;24120310;19,85;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639101
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170295;5;E;;2;28;67240;67240 Sechskantschraube;MP-M-077;52;73181588800;3060;3060;30,6;P25120048;24120310;19,85;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639102
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170441;2;E;später best.;1;97;11901-00-00;11901-00-00 Screw 627510700B;6171512;52;73181595890;25500;25500;255;P25120041;24100705;19,14;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639092
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170447;4;E;O3-20247085;1;138;10796-00-20;10796-00-20 Gurtstift 550503200A;5505032;52;73182900900;161140;161140;161,14;P25130040;24120487;31,26;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639532
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170447;5;E;O3-20247085;1;140;10796-00-20;10796-00-20 Gurtstift 550503200A;5505032;52;73182900900;45000;45000;45;P25130041;24120488;31,26;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639534
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170494;1;E;Bestätigt;1;7;12008-00-00;12008-00-00 Screw 634899300A;6348993;52;73181588800;5350;5350;53,5;P25120042;24061329;9,17;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639093
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170494;2;E;Bestätigt;1;8;12008-00-00;12008-00-00 Screw 634899300A;6348993;52;73181588800;25000;25000;250;P25120043;24100620;9,17;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639095
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170604;4;E;bestätigt;1;436;12302-00-00;12302-00-00 Screw 643 6122 00E;6436122;52;73181595890;30000;30000;300;P25110027;24100713;11,45;NEI2025000001196;10.03.2025;IHR20250307;07.03.2025;23463;638327
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170604;5;E;bestätigt;1;496;12302-00-00;12302-00-00 Screw 643 6122 00E;6436122;52;73181595890;30000;30000;300;P25120050;24100720;11,45;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639104
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170604;6;E;bestätigt;1;497;12302-00-00;12302-00-00 Screw 643 6122 00E;6436122;52;73181595890;42000;42000;420;P25120051;24110091;11,45;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639105
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170604;7;E;bestätigt;1;498;12302-00-00;12302-00-00 Screw 643 6122 00E;6436122;52;73181595890;78800;78800;788;P25120052;24100701;11,45;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639108
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170705;1;E;O3-20247198;1;1;23176-00-00;23176-00-00 Screw 62900447A 3x7;62900447;52;73181595890;200000;200000;200;P25130025;AA0030918;12,42;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639505
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170745;7;E;O3-20247224;1;1532;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;65900;65900;65,9;P25130030;24100224;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639518
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170745;8;E;O3-20247224;1;1534;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;250000;250000;250;P25130031;25010039;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639520
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170745;9;E;O3-20247224;1;1536;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;300000;300000;300;P25130032;25010038;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639522
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170745;10;E;O3-20247224;1;1537;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;50000;50000;50;P25130033;25010292;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639523
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170745;11;E;O3-20247224;1;1538;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;36290;36290;36,29;P25130034;25010298;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639524
70285;Reyher;F. REYHER Nchfg. GmbH & Co. KG;170978;1;E;;1;1;62366-01-00;62366-01-00 Zylinderschraube;;;73181568;600;600;6;P25110035;;24,68;81242520;11.03.2025;700142511;07.03.2025;23489;638407
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171060;1;E;Bestätigt;1;65;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;62000;62000;620;P25120035;25010236;1,62;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639079
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171060;2;E;Bestätigt;1;66;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;375000;375000;3750;P25120036;25030056;1,62;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639080
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171060;3;E;Bestätigt;1;67;10262-00-20;10262-00-20 Niet 560144722 A04;560144722;52;73182300900;68000;68000;680;P25120037;25030041;1,62;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639081
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;1;E;O3-20247379;1;1533;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;484000;484000;484;P25130030;24100224;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639519
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;2;E;O3-20247379;1;1535;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;300000;300000;300;P25130031;25010039;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639521
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;3;E;O3-20247379;1;1539;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;263710;263710;263,71;P25130034;25010298;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639525
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;4;E;O3-20247379;1;1540;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;550000;550000;550;P25130035;25010042;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639526
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;5;E;O3-20247379;1;1541;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;550000;550000;550;P25130036;25010291;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639527
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;6;E;O3-20247379;1;1542;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;520000;520000;520;P25130037;24120420;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639528
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;7;E;O3-20247379;1;1543;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;520000;520000;520;P25130038;24120413;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639529
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171080;8;E;O3-20247379;1;1544;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;300000;300000;300;P25130039;25010044;13,91;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639530
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171083;2;E;O3-20247382;1;31;12150-00-00;12150-00-00 Screw 643614000A;6436140;52;73181595890;140850;140850;140,85;P25130026;AA0031018;22,54;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639506
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171165;1;E;bestätigt;1;234;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;88500;88500;885;P25120044;24110230;2,8;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639096
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171165;2;E;bestätigt;1;235;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;62200;62200;622;P25120045;24120431;2,8;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639097
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;171165;3;E;bestätigt;1;236;10261-00-20;10261-00-20 Niet 560099422 C;560099422;52;73182300900;374200;374200;3742;P25120046;24110231;2,8;NEI2025000001411;19.03.2025;IHC2025000000465;07.03.2025;23534;639098
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171212;1;E;O3-20247431;1;151;11705-00-10;11705-00-10 Niet 616066100A Stahl TELMETAL;560569099;52;73182300900;164155;164155;164,155;P25130027;25010067;14,73;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639511
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;171212;2;E;O3-20247431;1;152;11705-00-10;11705-00-10 Niet 616066100A Stahl TELMETAL;560569099;52;73182300900;35845;35845;35,845;P25130028;25030002;14,73;IHR2025000000016;25.03.2025;IHR2025000000016;07.03.2025;23601;639513
70298;Schneeberger;Schneeberger Metallwaren GmbH;171221;7;REA;24002577;7;23;66481;66481 Endblech 9318549;732168-01;0;;380;380;380;P25110028;;10,2;LS25000727;11.03.2025;25000505;07.03.2025;23494;638373
70298;Schneeberger;Schneeberger Metallwaren GmbH;171221;7;REA;24002577;9;24;66481;66481 Endblech 9318549;732168-01;0;;2;2;2;P25110028;;10,2;LS25000727;11.03.2025;25000505;07.03.2025;23494;638373
